OBJECTID,Base BBL,BIN,Construction Year,DOITT ID,Feature Code,Geometry Source,Ground Elevation,Height Roof,LAST_EDITED_DATE,LAST_STATUS_TYPE,Map Pluto BBL,Name,Area,Length,Lease_Category
394461,3035680001,3326658,1973.0,436565,2100,Photogrammetric,27.0,23.15,8/22/2017 3:30:13 PM,Constructed,3035680001,,1904.22265625,207.044361799711,LEASED
395617,4006340036,4009499,1930.0,663374,2100,Photogrammetric,38.0,71.18631167,8/22/2017 6:17:05 PM,Constructed,4006340036,,1599.33203125,159.967095972951,LEASED
399505,3013610066,3036100,1973.0,42646,2100,Photogrammetric,94.0,24.227251,8/22/2017 3:19:44 PM,Constructed,3013610066,,1116.29296875,165.24996459791,LEASED
401137,4010900001,4023781,1966.0,706003,2100,Photogrammetric,68.0,15.38,8/22/2017 7:35:49 PM,Constructed,4010900001,,1911.24609375,203.040326819818,LEASED
401633,1014710005,1045949,1950.0,443312,2100,Photogrammetric,30.0,64.44,8/22/2017 6:53:40 PM,Constructed,1014710005,,2349.62109375,196.684313377263,LEASED
401644,3085910075,3397783,1930.0,410647,2100,Photogrammetric,14.0,30.64696293,8/22/2017 3:41:05 PM,Constructed,3085910075,,1088.21484375,136.265444619399,LEASED
403910,1008580049,1016915,1919.0,590979,2100,Photogrammetric,39.0,119.44,8/22/2017 7:35:49 PM,Constructed,1008580049,,808.140625,114.899282002283,LEASED
407963,2052630070,2093879,1960.0,111607,2100,Photogrammetric,36.0,115.37,8/22/2017 6:00:50 PM,Constructed,2052630070,,2136.83984375,296.369605430522,MIXED
408106,2032940037,2120804,1931.0,800993,2100,Photogrammetric,127.0,24.71,8/22/2017 5:46:39 PM,Constructed,2032940037,,1159.0859375,137.966675990587,LEASED
409069,1019660052,1059544,1901.0,195089,2100,Photogrammetric,24.0,56.78,8/22/2017 6:34:32 PM,Constructed,1019660052,,273.3359375,74.4812445355471,LEASED
